pair_id,source_context_preference,subcondition_label,preferred_construction,nonpreferred_construction,preferred_sentence,nonpreferred_sentence,preferred_corrected,nonpreferred_corrected,preferred_accepted,nonpreferred_flagged,pair_edit_accept_correct,nonpreferred_corrected_to_paired_preferred,preferred_edit_summary,nonpreferred_edit_summary
SVO-NS-024,SVO-preferred,叙述经历和日程,SVO,BA,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地喝了一杯温水。,他今天起得很早，洗漱完以后走到阳台，看着外面的风景安静地把那杯温水喝了。,"他今天起得很早,洗澡完以后走到阳台,看着外面的风景安静地喝了一杯温水。","他今天起得很早,洗澡完以后走到阳台,看着外面的风景安静地把那杯温水喝了。",False,True,False,False,replace:漱->澡@9:10,replace:漱->澡@9:10
SVO-NS-025,SVO-preferred,叙述经历和日程,SVO,BA,到了火车站，我们先取了票，然后去候车室找到了一个座位。,到了火车站，我们先取了票，然后去候车室把那个座位找到了。,"到了火车站,我们先取了票,然后去候车室找到了一个座位。","到了火车站,我们先取了票,然后去候车室把那个座位找到了。",True,False,False,False,,
SVO-NS-026,SVO-preferred,叙述经历和日程,SVO,BA,会议开始前，秘书先给大家发了材料，然后走到台前打开了投影仪。,会议开始前，秘书先给大家发了材料，然后走到台前把那台投影仪打开了。,"会议开始前,秘书先给大家发了材料,然后走到台前打开了投影仪。","会议开始前,秘书先给大家发了材料,然后走到台前把那台投影仪打开了。",True,False,False,False,,
SVO-NS-027,SVO-preferred,叙述经历和日程,SVO,BA,上车以后，他先系好了安全带，然后慢慢地发动了汽车。,上车以后，他先系好了安全带，然后慢慢地把汽车发动了。,"上车以后,他先系好了安全带,然后慢慢地发动了汽车。","上车以后,他先系好了安全带,然后慢慢地把汽车发动了。",True,False,False,False,,
SVO-NS-028,SVO-preferred,叙述经历和日程,SVO,BA,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑看了一份文件。,经理上午到了公司，先给自己倒了水，然后坐下来打开电脑把那份文件看了。,"经理上午到了公司,先给自己倒了水,然后坐下来打开电脑看了一份文件。","经理上午到了公司,先给自己倒了水,然后坐下来打开电脑把那份文件看了。",True,False,False,False,,
SVO-NS-029,SVO-preferred,叙述经历和日程,SVO,BA,下午的汉语课结束以后，我去了一趟图书馆，在三楼借了两本小说。,下午的汉语课结束以后，我去了一趟图书馆，在三楼把那两本小说借了。,"下午的汉语课结束以后,我去了一趟图书馆,在三楼借了两本小说。","下午的汉语课结束以后,我去了一趟图书馆,在三楼把那两本小说借了。",True,False,False,False,,
SVO-NS-030,SVO-preferred,叙述经历和日程,SVO,BA,下了飞机，我们先取了行李，然后在停车场开走了我的车。,下了飞机，我们先取了行李，然后在停车场把我的车开走了。,"下了飞机,我们先取了行李,然后在停车场开走了我的车。","下了飞机,我们先取了行李,然后在停车场把我的车开走了。",True,False,False,False,,
SVO-NS-031,SVO-preferred,叙述经历和日程,SVO,BA,进门后，他先脱了鞋，然后把包放下，又给自己接好了一杯热水。,进门后，他先脱了鞋，然后把包放下，又给自己把那杯热水接好了。,"进门后,他先脱了鞋,然后把包放下,又给自己接好了一杯热水。","进门后,他先脱了鞋,然后把包放下,又给自己把那杯热水接好了。",True,False,False,False,,
SVO-NS-032,SVO-preferred,叙述经历和日程,SVO,BA,我们先去了博物馆，然后去了公园，最后在街角喝了一杯奶茶。,我们先去了博物馆，然后去了公园，最后在街角把那杯奶茶喝了。,"我们先去了博物馆,然后去了公园,最后在街角喝了一杯奶茶。","我们先去了博物馆,然后去了公园,最后在街角把那杯奶茶喝了。",True,False,False,False,,
SVO-NS-033,SVO-preferred,叙述经历和日程,SVO,BA,老师走进教室，把书本放在讲台上，然后转身在黑板上写了一个生词。,老师走进教室，把书本放在讲台上，然后转身在黑板上把那个生词写了。,"老师走进教室,把书本放在讲台上,然后转身在黑板上写了一个生词。","老师走进教室,把书本放在讲台上,然后转身在黑板上把那个生词写了。",True,False,False,False,,
SVO-NS-034,SVO-preferred,叙述经历和日程,SVO,BA,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边吃水果。,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边把水果吃了。,"晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边吃水果。","晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边把水果吃了。",True,False,False,False,,
SVO-NS-035,SVO-preferred,叙述经历和日程,SVO,BA,他打开电脑，输入了密码，然后点开浏览器看了一条新闻。,他打开电脑，输入了密码，然后点开浏览器把那条新闻看了。,"他打开电脑,输入了密码,然后点开浏览器看了一条新闻。","他打开电脑,输入了密码,然后点开浏览器把那条新闻看了。",True,False,False,False,,
SVO-NS-036,SVO-preferred,叙述经历和日程,SVO,BA,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼扔了两袋垃圾。,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼把那两袋垃圾扔了。,"周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼扔了两袋垃圾。","周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼把那两袋垃圾扔了。",True,False,False,False,,
SVO-NS-037,SVO-preferred,叙述经历和日程,SVO,BA,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还买了一条鱼。,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还把那条鱼买了。,"昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还买了一条鱼。","昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还把那条鱼买了。",True,False,False,False,,
SVO-NS-038,SVO-preferred,叙述经历和日程,SVO,BA,到了银行，他先拿了号，然后在休息区的沙发上看了一本杂志。,到了银行，他先拿了号，然后在休息区的沙发上把那本杂志看了。,"到了银行,他先拿了号,然后在休息区的沙发上看了一本杂志。","到了银行,他先拿了号,然后在休息区的沙发上把那本杂志看了。",True,False,False,False,,
SVO-NS-039,SVO-preferred,叙述经历和日程,SVO,BA,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官留下了一份简历。,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官把那份简历留下了。,"昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官留下了一份履历。","昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官把那份履历留下了。",False,True,False,False,replace:简->履@35:36,replace:简->履@33:34
SVO-NS-040,SVO-preferred,叙述经历和日程,SVO,BA,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始做晚餐。,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始把晚餐做了。,"妈妈回到家,先换了衣服,然后去厨房系上围裙,开始做晚餐。","妈妈回到家,先换了衣服,然后去厨房系上围裙,开始把晚餐做了。",True,False,False,False,,
SVO-NS-041,SVO-preferred,叙述经历和日程,SVO,BA,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就喝了一瓶矿泉水。,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就把那瓶矿泉水喝了。,"到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就喝了一瓶矿泉水。","到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就把那瓶矿泉水喝了。",True,False,False,False,,
SVO-NS-042,SVO-preferred,叙述经历和日程,SVO,BA,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼买了几盒感冒药。,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼把那几盒感冒药买了。,"陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼买了几颗感冒药。","陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼把那几盒感冒药买了。",False,False,False,False,replace:盒->颗@28:29,
SVO-NS-043,SVO-preferred,叙述经历和日程,SVO,BA,打开包裹后，她先看了看说明书，然后小心地从盒子里拿出来了一个新手机。,打开包裹后，她先看了看说明书，然后小心地从盒子里把那个新手机拿出来了。,"打开包裹后,她先看了一下说明书,然后小心地从盒子里拿出来了一个新手机。","打开包裹后,她先看了一下说明书,然后小心地从盒子里把那个新手机拿出来了。",False,True,False,False,replace:看->一下@10:11,replace:看->一下@10:11
SVO-NS-044,SVO-preferred,叙述经历和日程,SVO,BA,我们先去前台办了入住，然后拿着房卡，上楼去找到了我们的房间。,我们先去前台办了入住，然后拿着房卡，上楼去把我们的房间找到了。,"我们先去前台办了入住,然后拿着房卡,上楼去找到了我们的房间。","我们先去前台办了入住,然后拿着房卡,上楼去把我们的房间找到了。",True,False,False,False,,
SVO-NS-045,SVO-preferred,叙述经历和日程,SVO,BA,过了机场安检，距离起飞还有很长时间，我就去旁边的书店买了一本杂志。,过了机场安检，距离起飞还有很长时间，我就去旁边的书店把那本杂志买了。,"过了机场安检,距离起飞还有很长时间,我就去旁边的书店买了一本杂志。","过了机场安检,距离起飞还有很长时间,我就去旁边的书店把那本杂志买了。",True,False,False,False,,
SVO-NS-046,SVO-preferred,叙述经历和日程,SVO,BA,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包喂了几只天鹅。,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包把那几只天鹅喂了。,"下午我们去公园散步,在湖边坐了一会儿,然后拿出面包喂了几只天鹅。","下午我们去公园散步,在湖边坐了一会儿,然后拿出面包把那几只天鹅喂了。",True,False,False,False,,
SVO-NS-047,SVO-preferred,叙述经历和日程,SVO,BA,电影开场前，我们先买了爆米花，然后向工作人员买了两张票。,电影开场前，我们先买了爆米花，然后向工作人员把那两张票买了。,"电影开场前,我们先买了爆米花,然后向工作人员买了两张票。","电影开场前,我们先买了爆米花,然后向工作人员把那两张票买了。",True,False,False,False,,
SVO-NS-048,SVO-preferred,叙述经历和日程,SVO,BA,搬家那天特别累，把东西都搬进新家后，大家去楼下的餐厅吃了顿火锅。,搬家那天特别累，把东西都搬进新家后，大家去楼下的餐厅把那顿火锅吃了。,"搬家那天特别累,把东西都搬进新家后,大家去楼下的餐厅吃了顿火锅。","搬家那天特别累,把东西都搬进新家后,大家去楼下的餐厅把那顿火锅吃了。",True,False,False,False,,
SVO-NS-049,SVO-preferred,叙述经历和日程,SVO,BA,她拆开信封，拿出信纸，坐在桌子前认真地读了一遍这封信。,她拆开信封，拿出信纸，坐在桌子前认真地把这封信读了一遍。,"她拆开信封,拿出信纸,坐在桌子前认真地读一遍这封信。","她拆开信封,拿出信纸,坐在桌子前认真地把这封信读了一通。",False,True,False,False,delete:了->@20:21,replace:遍->通@26:27
SVO-NS-050,SVO-preferred,叙述经历和日程,SVO,BA,晚上加完班回到家，他先洗了一个热水澡，然后躺在沙发上听了一遍那首老歌。,晚上加完班回到家，他先洗了一个热水澡，然后躺在沙发上把那首老歌听了一遍。,"晚上加完班回到家,他先洗了一个热水澡,然后躺在沙发上听了一下那首老歌。","晚上加完班回到家,他先洗了一个热水澡,然后躺在沙发上把那首老歌听了一下。",False,True,False,False,replace:遍->下@29:30,replace:遍->下@34:35
