global_test_id,block,context_status,source_context_preference,subcondition_no,subcondition_label,original_item_no,pair_id,block_pair_id,test_unit_no,construction_candidate,preference_in_source_context,prompt_for_surprisal,target_continuation,full_test_sentence,source_prompt_with_context,local_prefix_no_context,notes,row_id,sentence_for_t5,is_contextualized,is_contextless,gold_is_nonpreferred,gold_is_preferred,t5_corrected,t5_details,t5_num_reported_edits,input_norm,t5_corrected_norm,t5_raw_changed,t5_substantive_changed,t5_accepted_no_substantive_edit,t5_edit_distance_norm,t5_edit_summary,paired_preferred_sentence,paired_preferred_norm,t5_corrected_to_paired_preferred
T0363,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,32,SVO-NS-032,SVO-CTX-NS-032,1,BA,non-preferred,我们先去了博物馆，然后去了公园，最后在街角,把那杯奶茶喝了,我们先去了博物馆，然后去了公园，最后在街角把那杯奶茶喝了。,我们先去了博物馆，然后去了公园，最后在街角,我们在街角,,362,我们先去了博物馆，然后去了公园，最后在街角把那杯奶茶喝了。,True,False,True,False,"我们先去了博物馆,然后去了公园,最后在街角把那杯奶茶喝了。",,,"我们先去了博物馆,然后去了公园,最后在街角把那杯奶茶喝了","我们先去了博物馆,然后去了公园,最后在街角把那杯奶茶喝了",True,False,True,0,,我们先去了博物馆，然后去了公园，最后在街角喝了一杯奶茶。,"我们先去了博物馆,然后去了公园,最后在街角喝了一杯奶茶",False
T0364,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,32,SVO-NS-032,SVO-CTX-NS-032,2,SVO,preferred,我们先去了博物馆，然后去了公园，最后在街角,喝了一杯奶茶,我们先去了博物馆，然后去了公园，最后在街角喝了一杯奶茶。,我们先去了博物馆，然后去了公园，最后在街角,我们在街角,,363,我们先去了博物馆，然后去了公园，最后在街角喝了一杯奶茶。,True,False,False,True,"我们先去了博物馆,然后去了公园,最后在街角喝了一杯奶茶。",,,"我们先去了博物馆,然后去了公园,最后在街角喝了一杯奶茶","我们先去了博物馆,然后去了公园,最后在街角喝了一杯奶茶",True,False,True,0,,我们先去了博物馆，然后去了公园，最后在街角喝了一杯奶茶。,"我们先去了博物馆,然后去了公园,最后在街角喝了一杯奶茶",False
T0365,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,33,SVO-NS-033,SVO-CTX-NS-033,1,BA,non-preferred,老师走进教室，把书本放在讲台上，然后转身在黑板上,把那个生词写了,老师走进教室，把书本放在讲台上，然后转身在黑板上把那个生词写了。,老师走进教室，把书本放在讲台上，然后转身在黑板上,老师转身在黑板上,,364,老师走进教室，把书本放在讲台上，然后转身在黑板上把那个生词写了。,True,False,True,False,"老师走进教室,把书本放在讲台上,然后转身在黑板上把那个生词写了。",,,"老师走进教室,把书本放在讲台上,然后转身在黑板上把那个生词写了","老师走进教室,把书本放在讲台上,然后转身在黑板上把那个生词写了",True,False,True,0,,老师走进教室，把书本放在讲台上，然后转身在黑板上写了一个生词。,"老师走进教室,把书本放在讲台上,然后转身在黑板上写了一个生词",False
T0366,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,33,SVO-NS-033,SVO-CTX-NS-033,2,SVO,preferred,老师走进教室，把书本放在讲台上，然后转身在黑板上,写了一个生词,老师走进教室，把书本放在讲台上，然后转身在黑板上写了一个生词。,老师走进教室，把书本放在讲台上，然后转身在黑板上,老师转身在黑板上,,365,老师走进教室，把书本放在讲台上，然后转身在黑板上写了一个生词。,True,False,False,True,"老师走进教室,把书本放在讲台上,然后转身在黑板上写了一个生词。",,,"老师走进教室,把书本放在讲台上,然后转身在黑板上写了一个生词","老师走进教室,把书本放在讲台上,然后转身在黑板上写了一个生词",True,False,True,0,,老师走进教室，把书本放在讲台上，然后转身在黑板上写了一个生词。,"老师走进教室,把书本放在讲台上,然后转身在黑板上写了一个生词",False
T0367,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,34,SVO-NS-034,SVO-CTX-NS-034,1,BA,non-preferred,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边,把水果吃了,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边把水果吃了。,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边,大家在客厅里一边聊天一边,,366,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边把水果吃了。,True,False,True,False,"晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边把水果吃了。",,,"晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边把水果吃了","晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边把水果吃了",True,False,True,0,,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边吃水果。,"晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边吃水果",False
T0368,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,34,SVO-NS-034,SVO-CTX-NS-034,2,SVO,preferred,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边,吃水果,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边吃水果。,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边,大家在客厅里一边聊天一边,,367,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边吃水果。,True,False,False,True,"晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边吃水果。",,,"晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边吃水果","晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边吃水果",True,False,True,0,,晚饭做好了，大家先去洗了手，然后在客厅里一边聊天一边吃水果。,"晚饭做好了,大家先去洗了手,然后在客厅里一边聊天一边吃水果",False
T0369,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,35,SVO-NS-035,SVO-CTX-NS-035,1,BA,non-preferred,他打开电脑，输入了密码，然后点开浏览器,把那条新闻看了,他打开电脑，输入了密码，然后点开浏览器把那条新闻看了。,他打开电脑，输入了密码，然后点开浏览器,他点开浏览器,,368,他打开电脑，输入了密码，然后点开浏览器把那条新闻看了。,True,False,True,False,"他打开电脑,输入了密码,然后点开浏览器把那条新闻看了。",,,"他打开电脑,输入了密码,然后点开浏览器把那条新闻看了","他打开电脑,输入了密码,然后点开浏览器把那条新闻看了",True,False,True,0,,他打开电脑，输入了密码，然后点开浏览器看了一条新闻。,"他打开电脑,输入了密码,然后点开浏览器看了一条新闻",False
T0370,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,35,SVO-NS-035,SVO-CTX-NS-035,2,SVO,preferred,他打开电脑，输入了密码，然后点开浏览器,看了一条新闻,他打开电脑，输入了密码，然后点开浏览器看了一条新闻。,他打开电脑，输入了密码，然后点开浏览器,他点开浏览器,,369,他打开电脑，输入了密码，然后点开浏览器看了一条新闻。,True,False,False,True,"他打开电脑,输入了密码,然后点开浏览器看了一条新闻。",,,"他打开电脑,输入了密码,然后点开浏览器看了一条新闻","他打开电脑,输入了密码,然后点开浏览器看了一条新闻",True,False,True,0,,他打开电脑，输入了密码，然后点开浏览器看了一条新闻。,"他打开电脑,输入了密码,然后点开浏览器看了一条新闻",False
T0371,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,36,SVO-NS-036,SVO-CTX-NS-036,1,BA,non-preferred,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼,把那两袋垃圾扔了,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼把那两袋垃圾扔了。,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼,我们下楼,,370,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼把那两袋垃圾扔了。,True,False,True,False,"周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼把那两袋垃圾扔了。",,,"周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼把那两袋垃圾扔了","周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼把那两袋垃圾扔了",True,False,True,0,,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼扔了两袋垃圾。,"周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼扔了两袋垃圾",False
T0372,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,36,SVO-NS-036,SVO-CTX-NS-036,2,SVO,preferred,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼,扔了两袋垃圾,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼扔了两袋垃圾。,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼,我们下楼,,371,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼扔了两袋垃圾。,True,False,False,True,"周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼扔了两袋垃圾。",,,"周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼扔了两袋垃圾","周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼扔了两袋垃圾",True,False,True,0,,周末我们在家里大扫除，先擦了窗户，洗了衣服，然后下楼扔了两袋垃圾。,"周末我们在家里大扫除,先擦了窗户,洗了衣服,然后下楼扔了两袋垃圾",False
T0373,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,37,SVO-NS-037,SVO-CTX-NS-037,1,BA,non-preferred,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还,把那条鱼买了,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还把那条鱼买了。,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还,我为了招待客人还,,372,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还把那条鱼买了。,True,False,True,False,"昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还把那条鱼买了。",,,"昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还把那条鱼买了","昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还把那条鱼买了",True,False,True,0,,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还买了一条鱼。,"昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还买了一条鱼",False
T0374,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,37,SVO-NS-037,SVO-CTX-NS-037,2,SVO,preferred,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还,买了一条鱼,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还买了一条鱼。,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还,我为了招待客人还,,373,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还买了一条鱼。,True,False,False,True,"昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还买了一条鱼。",,,"昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还买了一条鱼","昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还买了一条鱼",True,False,True,0,,昨天我去菜市场，买了青菜，买了豆腐，最后为了招待客人还买了一条鱼。,"昨天我去菜市场,买了青菜,买了豆腐,最后为了招待客人还买了一条鱼",False
T0375,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,38,SVO-NS-038,SVO-CTX-NS-038,1,BA,non-preferred,到了银行，他先拿了号，然后在休息区的沙发上,把那本杂志看了,到了银行，他先拿了号，然后在休息区的沙发上把那本杂志看了。,到了银行，他先拿了号，然后在休息区的沙发上,他在休息区的沙发上,,374,到了银行，他先拿了号，然后在休息区的沙发上把那本杂志看了。,True,False,True,False,"到了银行,他先拿了号,然后在休息区的沙发上把那本杂志看了。",,,"到了银行,他先拿了号,然后在休息区的沙发上把那本杂志看了","到了银行,他先拿了号,然后在休息区的沙发上把那本杂志看了",True,False,True,0,,到了银行，他先拿了号，然后在休息区的沙发上看了一本杂志。,"到了银行,他先拿了号,然后在休息区的沙发上看了一本杂志",False
T0376,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,38,SVO-NS-038,SVO-CTX-NS-038,2,SVO,preferred,到了银行，他先拿了号，然后在休息区的沙发上,看了一本杂志,到了银行，他先拿了号，然后在休息区的沙发上看了一本杂志。,到了银行，他先拿了号，然后在休息区的沙发上,他在休息区的沙发上,,375,到了银行，他先拿了号，然后在休息区的沙发上看了一本杂志。,True,False,False,True,"到了银行,他先拿了号,然后在休息区的沙发上看了一本杂志。",,,"到了银行,他先拿了号,然后在休息区的沙发上看了一本杂志","到了银行,他先拿了号,然后在休息区的沙发上看了一本杂志",True,False,True,0,,到了银行，他先拿了号，然后在休息区的沙发上看了一本杂志。,"到了银行,他先拿了号,然后在休息区的沙发上看了一本杂志",False
T0377,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,39,SVO-NS-039,SVO-CTX-NS-039,1,BA,non-preferred,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官,把那份简历留下了,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官把那份简历留下了。,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官,他最后给面试官,,376,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官把那份简历留下了。,True,False,True,False,"昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官把那份履历留下了。",,,"昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官把那份简历留下了","昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官把那份履历留下了",True,True,False,1,replace:简->履@33:34,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官留下了一份简历。,"昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官留下了一份简历",False
T0378,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,39,SVO-NS-039,SVO-CTX-NS-039,2,SVO,preferred,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官,留下了一份简历,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官留下了一份简历。,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官,他最后给面试官,,377,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官留下了一份简历。,True,False,False,True,"昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官留下了一份履历。",,,"昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官留下了一份简历","昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官留下了一份履历",True,True,False,1,replace:简->履@35:36,昨天面试的时候，他先介绍了自己，然后回答了问题，最后给面试官留下了一份简历。,"昨天面试的时候,他先介绍了自己,然后回答了问题,最后给面试官留下了一份简历",False
T0379,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,40,SVO-NS-040,SVO-CTX-NS-040,1,BA,non-preferred,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始,把晚餐做了,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始把晚餐做了。,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始,妈妈开始,,378,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始把晚餐做了。,True,False,True,False,"妈妈回到家,先换了衣服,然后去厨房系上围裙,开始把晚餐做了。",,,"妈妈回到家,先换了衣服,然后去厨房系上围裙,开始把晚餐做了","妈妈回到家,先换了衣服,然后去厨房系上围裙,开始把晚餐做了",True,False,True,0,,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始做晚餐。,"妈妈回到家,先换了衣服,然后去厨房系上围裙,开始做晚餐",False
T0380,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,40,SVO-NS-040,SVO-CTX-NS-040,2,SVO,preferred,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始,做晚餐,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始做晚餐。,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始,妈妈开始,,379,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始做晚餐。,True,False,False,True,"妈妈回到家,先换了衣服,然后去厨房系上围裙,开始做晚餐。",,,"妈妈回到家,先换了衣服,然后去厨房系上围裙,开始做晚餐","妈妈回到家,先换了衣服,然后去厨房系上围裙,开始做晚餐",True,False,True,0,,妈妈回到家，先换了衣服，然后去厨房系上围裙，开始做晚餐。,"妈妈回到家,先换了衣服,然后去厨房系上围裙,开始做晚餐",False
T0381,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,41,SVO-NS-041,SVO-CTX-NS-041,1,BA,non-preferred,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就,把那瓶矿泉水喝了,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就把那瓶矿泉水喝了。,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就,我们接着就,,380,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就把那瓶矿泉水喝了。,True,False,True,False,"到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就把那瓶矿泉水喝了。",,,"到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就把那瓶矿泉水喝了","到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就把那瓶矿泉水喝了",True,False,True,0,,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就喝了一瓶矿泉水。,"到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就喝了一瓶矿泉水",False
T0382,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,41,SVO-NS-041,SVO-CTX-NS-041,2,SVO,preferred,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就,喝了一瓶矿泉水,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就喝了一瓶矿泉水。,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就,我们接着就,,381,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就喝了一瓶矿泉水。,True,False,False,True,"到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就喝了一瓶矿泉水。",,,"到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就喝了一瓶矿泉水","到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就喝了一瓶矿泉水",True,False,True,0,,到了酒店，我们先在前台拿了房卡，坐电梯上楼放好行李，接着就喝了一瓶矿泉水。,"到了酒店,我们先在前台拿了房卡,坐电梯上楼放好行李,接着就喝了一瓶矿泉水",False
T0383,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,42,SVO-NS-042,SVO-CTX-NS-042,1,BA,non-preferred,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼,把那几盒感冒药买了,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼把那几盒感冒药买了。,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼,我们去一楼,,382,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼把那几盒感冒药买了。,True,False,True,False,"陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼把那几盒感冒药买了。",,,"陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼把那几盒感冒药买了","陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼把那几盒感冒药买了",True,False,True,0,,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼买了几盒感冒药。,"陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼买了几盒感冒药",False
T0384,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,42,SVO-NS-042,SVO-CTX-NS-042,2,SVO,preferred,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼,买了几盒感冒药,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼买了几盒感冒药。,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼,我们去一楼,,383,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼买了几盒感冒药。,True,False,False,True,"陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼买了几颗感冒药。",,,"陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼买了几盒感冒药","陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼买了几颗感冒药",True,True,False,1,replace:盒->颗@28:29,陪奶奶去医院看病，我们先排队挂号，看完医生后去一楼买了几盒感冒药。,"陪奶奶去医院看病,我们先排队挂号,看完医生后去一楼买了几盒感冒药",False
T0385,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,43,SVO-NS-043,SVO-CTX-NS-043,1,BA,non-preferred,打开包裹后，她先看了看说明书，然后小心地从盒子里,把那个新手机拿出来了,打开包裹后，她先看了看说明书，然后小心地从盒子里把那个新手机拿出来了。,打开包裹后，她先看了看说明书，然后小心地从盒子里,她小心地从盒子里,,384,打开包裹后，她先看了看说明书，然后小心地从盒子里把那个新手机拿出来了。,True,False,True,False,"打开包裹后,她先看了一下说明书,然后小心地从盒子里把那个新手机拿出来了。",,,"打开包裹后,她先看了看说明书,然后小心地从盒子里把那个新手机拿出来了","打开包裹后,她先看了一下说明书,然后小心地从盒子里把那个新手机拿出来了",True,True,False,2,replace:看->一下@10:11,打开包裹后，她先看了看说明书，然后小心地从盒子里拿出来了一个新手机。,"打开包裹后,她先看了看说明书,然后小心地从盒子里拿出来了一个新手机",False
T0386,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,43,SVO-NS-043,SVO-CTX-NS-043,2,SVO,preferred,打开包裹后，她先看了看说明书，然后小心地从盒子里,拿出来了一个新手机,打开包裹后，她先看了看说明书，然后小心地从盒子里拿出来了一个新手机。,打开包裹后，她先看了看说明书，然后小心地从盒子里,她小心地从盒子里,,385,打开包裹后，她先看了看说明书，然后小心地从盒子里拿出来了一个新手机。,True,False,False,True,"打开包裹后,她先看了一下说明书,然后小心地从盒子里拿出来了一个新手机。",,,"打开包裹后,她先看了看说明书,然后小心地从盒子里拿出来了一个新手机","打开包裹后,她先看了一下说明书,然后小心地从盒子里拿出来了一个新手机",True,True,False,2,replace:看->一下@10:11,打开包裹后，她先看了看说明书，然后小心地从盒子里拿出来了一个新手机。,"打开包裹后,她先看了看说明书,然后小心地从盒子里拿出来了一个新手机",False
T0387,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,44,SVO-NS-044,SVO-CTX-NS-044,1,BA,non-preferred,我们先去前台办了入住，然后拿着房卡，上楼去,把我们的房间找到了,我们先去前台办了入住，然后拿着房卡，上楼去把我们的房间找到了。,我们先去前台办了入住，然后拿着房卡，上楼去,我们上楼去,,386,我们先去前台办了入住，然后拿着房卡，上楼去把我们的房间找到了。,True,False,True,False,"我们先去前台办了入住,然后拿着房卡,上楼去把我们的房间找到了。",,,"我们先去前台办了入住,然后拿着房卡,上楼去把我们的房间找到了","我们先去前台办了入住,然后拿着房卡,上楼去把我们的房间找到了",True,False,True,0,,我们先去前台办了入住，然后拿着房卡，上楼去找到了我们的房间。,"我们先去前台办了入住,然后拿着房卡,上楼去找到了我们的房间",False
T0388,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,44,SVO-NS-044,SVO-CTX-NS-044,2,SVO,preferred,我们先去前台办了入住，然后拿着房卡，上楼去,找到了我们的房间,我们先去前台办了入住，然后拿着房卡，上楼去找到了我们的房间。,我们先去前台办了入住，然后拿着房卡，上楼去,我们上楼去,,387,我们先去前台办了入住，然后拿着房卡，上楼去找到了我们的房间。,True,False,False,True,"我们先去前台办了入住,然后拿着房卡,上楼去找到了我们的房间。",,,"我们先去前台办了入住,然后拿着房卡,上楼去找到了我们的房间","我们先去前台办了入住,然后拿着房卡,上楼去找到了我们的房间",True,False,True,0,,我们先去前台办了入住，然后拿着房卡，上楼去找到了我们的房间。,"我们先去前台办了入住,然后拿着房卡,上楼去找到了我们的房间",False
T0389,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,45,SVO-NS-045,SVO-CTX-NS-045,1,BA,non-preferred,过了机场安检，距离起飞还有很长时间，我就去旁边的书店,把那本杂志买了,过了机场安检，距离起飞还有很长时间，我就去旁边的书店把那本杂志买了。,过了机场安检，距离起飞还有很长时间，我就去旁边的书店,我就去旁边的书店,,388,过了机场安检，距离起飞还有很长时间，我就去旁边的书店把那本杂志买了。,True,False,True,False,"过了机场安检,距离起飞还有很长时间,我就去旁边的书店把那本杂志买了。",,,"过了机场安检,距离起飞还有很长时间,我就去旁边的书店把那本杂志买了","过了机场安检,距离起飞还有很长时间,我就去旁边的书店把那本杂志买了",True,False,True,0,,过了机场安检，距离起飞还有很长时间，我就去旁边的书店买了一本杂志。,"过了机场安检,距离起飞还有很长时间,我就去旁边的书店买了一本杂志",False
T0390,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,45,SVO-NS-045,SVO-CTX-NS-045,2,SVO,preferred,过了机场安检，距离起飞还有很长时间，我就去旁边的书店,买了一本杂志,过了机场安检，距离起飞还有很长时间，我就去旁边的书店买了一本杂志。,过了机场安检，距离起飞还有很长时间，我就去旁边的书店,我就去旁边的书店,,389,过了机场安检，距离起飞还有很长时间，我就去旁边的书店买了一本杂志。,True,False,False,True,"过了机场安检,距离起飞还有很长时间,我就去旁边的书店买了一本杂志。",,,"过了机场安检,距离起飞还有很长时间,我就去旁边的书店买了一本杂志","过了机场安检,距离起飞还有很长时间,我就去旁边的书店买了一本杂志",True,False,True,0,,过了机场安检，距离起飞还有很长时间，我就去旁边的书店买了一本杂志。,"过了机场安检,距离起飞还有很长时间,我就去旁边的书店买了一本杂志",False
T0391,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,46,SVO-NS-046,SVO-CTX-NS-046,1,BA,non-preferred,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包,把那几只天鹅喂了,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包把那几只天鹅喂了。,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包,我们拿出面包,,390,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包把那几只天鹅喂了。,True,False,True,False,"下午我们去公园散步,在湖边坐了一会儿,然后拿出面包把那几只天鹅喂了。",,,"下午我们去公园散步,在湖边坐了一会儿,然后拿出面包把那几只天鹅喂了","下午我们去公园散步,在湖边坐了一会儿,然后拿出面包把那几只天鹅喂了",True,False,True,0,,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包喂了几只天鹅。,"下午我们去公园散步,在湖边坐了一会儿,然后拿出面包喂了几只天鹅",False
T0392,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,46,SVO-NS-046,SVO-CTX-NS-046,2,SVO,preferred,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包,喂了几只天鹅,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包喂了几只天鹅。,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包,我们拿出面包,,391,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包喂了几只天鹅。,True,False,False,True,"下午我们去公园散步,在湖边坐了一会儿,然后拿出面包喂了几只天鹅。",,,"下午我们去公园散步,在湖边坐了一会儿,然后拿出面包喂了几只天鹅","下午我们去公园散步,在湖边坐了一会儿,然后拿出面包喂了几只天鹅",True,False,True,0,,下午我们去公园散步，在湖边坐了一会儿，然后拿出面包喂了几只天鹅。,"下午我们去公园散步,在湖边坐了一会儿,然后拿出面包喂了几只天鹅",False
T0393,SVO_有语境_200,有语境,SVO-preferred,2,叙述经历和日程,47,SVO-NS-047,SVO-CTX-NS-047,1,BA,non-preferred,电影开场前，我们先买了爆米花，然后向工作人员,把那两张票买了,电影开场前，我们先买了爆米花，然后向工作人员把那两张票买了。,电影开场前，我们先买了爆米花，然后向工作人员,我们向工作人员,,392,电影开场前，我们先买了爆米花，然后向工作人员把那两张票买了。,True,False,True,False,"电影开场前,我们先买了爆米花,然后向工作人员把那两张票买了。",,,"电影开场前,我们先买了爆米花,然后向工作人员把那两张票买了","电影开场前,我们先买了爆米花,然后向工作人员把那两张票买了",True,False,True,0,,电影开场前，我们先买了爆米花，然后向工作人员买了两张票。,"电影开场前,我们先买了爆米花,然后向工作人员买了两张票",False
